time_s,speed_kmph,accn_mps2,dist_km,Fr,Far,Fac,Fb,Ft,m_pwr_kW,e_pwr_kW,m_energy_Wh,e_energy_Wh,m_Wh/km,e_Wh/km,pack_voltage_V,pack_current_A,delta_voltage_V_ir,pack_voltage_V_w_ir,pack_current_A_w_ir
0,0.0,0.0,0.0,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.0,0.0,0.0,0.0,345.6,0.0,0.0,345.6,0.0
1,0.0,0.0,0.0,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.0,0.0,0.0,0.0,345.6,0.0,0.0,345.6,0.0
2,0.0,0.0,0.0,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.0,0.0,0.0,0.0,345.6,0.0,0.0,345.6,0.0
3,0.0,0.0,0.0,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.0,0.0,0.0,0.0,345.6,0.0,0.0,345.6,0.0
4,0.0,0.0,0.0,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.0,0.0,0.0,0.0,345.6,0.0,0.0,345.6,0.0
5,0.0,0.0,0.0,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.0,0.0,0.0,0.0,345.6,0.0,0.0,345.6,0.0
6,0.0,0.0,0.0,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.0,0.0,0.0,0.0,345.6,0.0,0.0,345.6,0.0
7,0.0,0.0,0.0,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.0,0.0,0.0,0.0,345.6,0.0,0.0,345.6,0.0
8,0.0,0.0,0.0,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.0,0.0,0.0,0.0,345.6,0.0,0.0,345.6,0.0
9,0.0,0.45,0.0,51.3,0.0,118.47,0.0,169.77,0.0,0.0,0.0,0.0,0.0,0.0,345.6,0.0,0.0,345.6,0.0
10,3.22,4.25,0.0,51.3,0.23,1125.42,0.0,1176.95,1.05,1.32,0.15,0.18,326.93,408.66,345.6,3.81,0.79,344.81,3.81
11,30.58,7.6,0.01,51.3,21.04,2013.91,0.0,2086.25,17.72,22.15,2.75,3.44,535.59,669.48,345.6,64.09,13.33,332.27,66.66
12,57.94,8.05,0.02,51.3,75.52,2132.38,0.0,2259.2,36.36,45.45,10.26,12.83,588.73,735.92,345.6,131.5,27.35,318.25,142.81
13,88.51,7.38,0.04,51.3,176.28,1954.68,0.0,2182.26,53.66,67.07,22.77,28.46,602.68,753.35,345.6,194.07,40.37,305.23,219.73
14,111.04,5.81,0.07,51.3,277.44,1540.05,0.0,1868.79,57.64,72.06,38.22,47.78,583.66,729.57,345.6,208.49,43.37,302.23,238.41
15,130.36,5.36,0.1,51.3,382.34,1421.58,0.0,1855.22,67.18,83.97,55.56,69.45,561.11,701.39,345.6,242.98,50.54,295.06,284.59
16,149.67,3.58,0.14,51.3,504.02,947.72,0.0,1503.04,62.49,78.11,73.57,91.96,533.46,666.82,345.6,226.01,47.01,298.59,261.6
17,156.11,-1.12,0.18,51.3,548.3,-296.16,0.0,303.44,13.16,16.45,84.08,105.1,466.11,582.63,345.6,47.59,9.9,335.7,48.99
18,141.62,-4.92,0.22,51.3,451.28,-1303.12,0.0,-800.54,-31.49,-39.37,81.53,101.91,367.7,459.62,345.6,-113.91,-23.69,369.29,-106.6
19,120.7,-5.59,0.26,51.3,327.79,-1480.82,0.0,-1101.72,-36.94,-46.17,72.03,90.03,278.99,348.74,345.6,-133.6,-27.79,373.39,-123.66
20,101.39,-4.47,0.29,51.3,231.29,-1184.65,0.0,-902.06,-25.41,-31.76,63.37,79.21,219.25,274.07,345.6,-91.89,-19.11,364.71,-87.07
21,88.51,-2.91,0.32,51.3,176.28,-770.02,0.0,-542.44,-13.34,-16.67,57.99,72.48,183.86,229.82,345.6,-48.24,-10.03,355.63,-46.88
22,80.47,1.79,0.34,51.3,145.69,473.86,0.0,670.85,14.99,18.74,58.22,72.77,171.8,214.75,345.6,54.23,11.28,334.32,56.06
23,101.39,5.36,0.36,51.3,231.29,1421.58,0.0,1704.17,48.0,59.99,66.96,83.71,183.91,229.89,345.6,173.59,36.11,309.49,193.85
24,119.09,5.14,0.39,51.3,319.11,1362.35,0.0,1732.76,57.32,71.65,81.59,101.99,206.7,258.38,345.6,207.33,43.12,302.48,236.88
25,138.4,4.47,0.43,51.3,431.0,1184.65,0.0,1666.95,64.09,80.11,98.45,123.07,228.7,285.87,345.6,231.79,48.21,297.39,269.37
26,151.28,-0.89,0.47,51.3,514.91,-236.93,0.0,329.28,13.84,17.3,109.28,136.6,232.14,290.18,345.6,50.05,10.41,335.19,51.6
27,131.97,-6.71,0.51,51.3,391.84,-1776.98,0.0,-1333.84,-48.89,-61.12,104.41,130.51,204.69,255.87,345.6,-176.85,-36.78,382.38,-159.84
28,103.0,-7.15,0.54,51.3,238.69,-1895.44,0.0,-1605.45,-45.93,-57.42,91.24,114.05,168.12,210.14,345.6,-166.13,-34.56,380.16,-151.03
29,80.47,-5.36,0.57,51.3,145.69,-1421.58,0.0,-1224.6,-27.37,-34.22,81.06,101.32,142.66,178.32,345.6,-99.0,-20.59,366.19,-93.43
30,64.37,-3.8,0.59,51.3,93.24,-1006.96,0.0,-862.42,-15.42,-19.28,75.11,93.89,127.68,159.6,345.6,-55.78,-11.6,357.2,-53.97
31,53.11,-1.34,0.6,51.3,63.46,-355.4,0.0,-240.64,-3.55,-4.44,72.48,90.6,119.87,149.84,345.6,-12.84,-2.67,348.27,-12.74
32,54.72,1.56,0.62,51.3,67.37,414.63,0.0,533.29,8.11,10.13,73.11,91.39,118.0,147.5,345.6,29.32,6.1,339.5,29.84
33,64.37,3.8,0.64,51.3,93.24,1006.96,0.0,1151.49,20.59,25.74,77.1,96.37,121.19,151.49,345.6,74.47,15.49,330.11,77.97
34,82.08,5.81,0.66,51.3,151.57,1540.05,0.0,1742.92,39.74,49.67,85.47,106.84,130.2,162.75,345.6,143.72,29.89,315.71,157.33
35,106.22,6.26,0.68,51.3,253.84,1658.51,0.0,1963.66,57.94,72.42,99.04,123.8,145.09,181.36,345.6,209.55,43.59,302.01,239.79
36,127.14,4.92,0.72,51.3,363.69,1303.12,0.0,1718.11,60.68,75.85,115.51,144.39,161.55,201.94,345.6,219.46,45.65,299.95,252.86
37,141.62,4.92,0.75,51.3,451.28,1303.12,0.0,1805.7,71.04,88.79,133.81,167.26,177.85,222.31,345.6,256.93,53.44,292.16,303.92
38,162.54,4.92,0.79,51.3,594.46,1303.12,0.0,1948.88,87.99,109.99,155.9,194.87,196.19,245.24,345.6,318.26,66.2,279.4,393.67
39,177.03,0.89,0.84,51.3,705.12,236.93,0.0,993.35,48.85,61.06,174.9,218.63,207.78,259.72,345.6,176.68,36.75,308.85,197.7
40,168.98,-5.14,0.89,51.3,642.48,-1362.35,0.0,-668.58,-31.38,-39.23,177.33,221.66,199.28,249.1,345.6,-113.51,-23.61,369.21,-106.25
41,140.01,-7.15,0.93,51.3,441.08,-1895.44,0.0,-1403.07,-54.57,-68.21,165.39,206.74,177.31,221.64,345.6,-197.37,-41.05,386.65,-176.41
42,117.48,-5.36,0.97,51.3,310.54,-1421.58,0.0,-1059.74,-34.58,-43.23,153.01,191.26,157.98,197.48,345.6,-125.08,-26.02,371.62,-116.33
43,101.39,-4.25,1.0,51.3,231.29,-1125.42,0.0,-842.83,-23.74,-29.67,144.91,181.13,145.07,181.33,345.6,-85.85,-17.86,363.46,-81.64
44,86.9,-1.79,1.03,51.3,169.93,-473.86,0.0,-252.63,-6.1,-7.62,140.76,175.95,137.32,171.65,345.6,-22.06,-4.59,350.19,-21.77
45,88.51,0.22,1.05,51.3,176.28,59.23,0.0,286.81,7.05,8.81,140.9,176.12,134.26,167.82,345.6,25.51,5.31,340.29,25.9
46,88.51,-1.56,1.07,51.3,176.28,-414.63,0.0,-187.05,-4.6,-5.75,141.24,176.55,131.5,164.38,345.6,-16.63,-3.46,349.06,-16.47
47,77.25,0.45,1.1,51.3,134.26,118.47,0.0,304.03,6.52,8.15,141.5,176.88,128.99,161.23,345.6,23.6,4.91,340.69,23.94
48,91.73,2.46,1.12,51.3,189.33,651.56,0.0,892.19,22.73,28.42,145.57,181.96,129.91,162.39,345.6,82.23,17.1,328.5,86.51
49,94.95,-0.67,1.15,51.3,202.85,-177.7,0.0,76.46,2.02,2.52,149.0,186.26,129.97,162.47,345.6,7.29,1.52,344.08,7.33
50,86.9,1.34,1.17,51.3,169.93,355.4,0.0,576.62,13.92,17.4,151.22,189.02,129.06,161.32,345.6,50.35,10.47,335.13,51.92
51,104.61,4.25,1.2,51.3,246.21,1125.42,0.0,1422.93,41.35,51.68,158.89,198.62,132.6,165.75,345.6,149.55,31.11,314.49,164.34
52,117.48,0.89,1.23,51.3,310.54,236.93,0.0,598.78,19.54,24.43,167.35,209.19,136.15,170.19,345.6,70.68,14.7,330.9,73.82
53,111.04,-0.89,1.26,51.3,277.44,-236.93,0.0,91.81,2.83,3.54,170.46,213.07,135.19,168.99,345.6,10.24,2.13,343.47,10.31
54,111.04,2.01,1.29,51.3,277.44,533.09,0.0,861.84,26.58,33.23,174.54,218.18,135.12,168.91,345.6,96.15,20.0,325.6,102.06
55,125.53,4.02,1.32,51.3,354.54,1066.19,0.0,1472.03,51.33,64.16,185.36,231.71,139.94,174.93,345.6,185.65,38.61,306.99,209.0
56,140.01,4.02,1.36,51.3,441.08,1066.19,0.0,1558.57,60.62,75.77,200.91,251.14,147.57,184.46,345.6,219.24,45.6,300.0,252.57
57,154.5,1.34,1.4,51.3,537.06,355.4,0.0,943.75,40.5,50.63,214.96,268.7,153.28,191.6,345.6,146.49,30.47,315.13,160.66
58,149.67,-1.12,1.44,51.3,504.02,-296.16,0.0,259.15,10.77,13.47,222.08,277.6,153.73,192.16,345.6,38.97,8.11,337.49,39.9
59,146.45,0.22,1.49,51.3,482.57,59.23,0.0,593.1,24.13,30.16,226.93,283.66,152.74,190.92,345.6,87.27,18.15,327.45,92.11
60,151.28,0.45,1.53,51.3,514.91,118.47,0.0,684.68,28.77,35.96,234.27,292.84,153.41,191.76,345.6,104.06,21.65,323.95,111.02
61,149.67,-0.67,1.57,51.3,504.02,-177.7,0.0,377.62,15.7,19.62,240.45,300.56,153.26,191.58,345.6,56.78,11.81,333.79,58.79
62,146.45,-1.34,1.61,51.3,482.57,-355.4,0.0,178.47,7.26,9.08,243.64,304.55,151.33,189.16,345.6,26.26,5.46,340.14,26.68
63,140.01,0.22,1.65,51.3,441.08,59.23,0.0,551.61,21.45,26.82,247.63,309.53,150.09,187.62,345.6,77.6,16.14,329.46,81.4
64,148.06,1.12,1.69,51.3,493.23,296.16,0.0,840.7,34.58,43.22,255.41,319.26,151.15,188.93,345.6,125.06,26.01,319.59,135.24
65,148.06,-2.68,1.73,51.3,493.23,-710.79,0.0,-166.26,-6.84,-8.55,259.26,324.08,149.78,187.23,345.6,-24.73,-5.14,350.74,-24.37
66,128.75,-4.92,1.77,51.3,372.96,-1303.12,0.0,-878.86,-31.43,-39.29,253.95,317.43,143.52,179.4,345.6,-113.68,-23.65,369.25,-106.4
67,112.65,-1.34,1.8,51.3,285.54,-355.4,0.0,-18.55,-0.58,-0.73,249.5,311.87,138.39,172.98,345.6,-2.1,-0.44,346.04,-2.1
68,119.09,3.13,1.84,51.3,319.11,829.26,0.0,1199.67,39.69,49.61,254.93,318.66,138.92,173.65,345.6,143.54,29.86,315.74,157.11
69,135.18,4.47,1.87,51.3,411.18,1184.65,0.0,1647.14,61.85,77.32,269.03,336.29,143.84,179.8,345.6,223.71,46.53,299.07,258.52
70,151.28,2.46,1.91,51.3,514.91,651.56,0.0,1217.77,51.17,63.97,284.73,355.91,149.06,186.32,345.6,185.09,38.5,307.1,208.29
71,152.89,1.56,1.95,51.3,525.93,414.63,0.0,991.86,42.12,52.65,297.69,372.11,152.47,190.59,345.6,152.35,31.69,313.91,167.73
72,162.54,2.68,2.0,51.3,594.46,710.79,0.0,1356.55,61.25,76.56,312.05,390.06,156.32,195.4,345.6,221.53,46.08,299.52,255.61
73,172.2,0.0,2.04,51.3,667.18,0.0,0.0,718.48,34.37,42.96,325.33,406.66,159.26,199.07,345.6,124.3,25.86,319.74,134.35
74,162.54,-2.24,2.09,51.3,594.46,-592.33,0.0,53.43,2.41,3.02,330.43,413.04,158.16,197.7,345.6,8.73,1.81,343.79,8.77
75,156.11,-1.56,2.13,51.3,548.3,-414.63,0.0,184.98,8.02,10.03,331.88,414.85,155.56,194.45,345.6,29.01,6.03,339.57,29.53
76,151.28,-0.89,2.18,51.3,514.91,-236.93,0.0,329.28,13.84,17.3,334.92,418.65,153.9,192.38,345.6,50.05,10.41,335.19,51.6
77,149.67,-0.45,2.22,51.3,504.02,-118.47,0.0,436.85,18.16,22.7,339.36,424.2,153.01,191.26,345.6,65.69,13.66,331.94,68.39
78,148.06,0.0,2.26,51.3,493.23,0.0,0.0,544.53,22.4,27.99,345.0,431.25,152.7,190.87,345.6,81.0,16.85,328.75,85.15
79,149.67,2.01,2.3,51.3,504.02,533.09,0.0,1088.41,45.25,56.56,354.39,442.99,154.04,192.55,345.6,163.67,34.04,311.56,181.55
80,162.54,3.58,2.34,51.3,594.46,947.72,0.0,1593.48,71.95,89.93,370.67,463.34,158.13,197.67,345.6,260.23,54.13,291.47,308.55
81,175.42,0.67,2.39,51.3,692.36,177.7,0.0,921.36,44.9,56.12,386.9,483.62,161.81,202.27,345.6,162.38,33.78,311.82,179.97
82,167.37,-0.89,2.44,51.3,630.3,-236.93,0.0,444.67,20.67,25.84,396.0,495.01,162.39,202.99,345.6,74.77,15.55,330.05,78.3
83,168.98,1.34,2.49,51.3,642.48,355.4,0.0,1049.17,49.25,61.56,405.72,507.14,163.25,204.06,345.6,178.12,37.05,308.55,199.51
84,177.03,1.12,2.53,51.3,705.12,296.16,0.0,1052.58,51.76,64.7,419.74,524.68,165.69,207.11,345.6,187.21,38.94,306.66,210.98
85,177.03,-3.8,2.58,51.3,705.12,-1006.96,0.0,-250.53,-12.32,-15.4,425.22,531.53,164.65,205.82,345.6,-44.56,-9.27,354.87,-43.4
86,149.67,-6.93,2.63,51.3,504.02,-1836.21,0.0,-1280.9,-53.25,-66.57,416.11,520.14,158.34,197.93,345.6,-192.61,-40.06,385.66,-172.6
87,127.14,-5.14,2.67,51.3,363.69,-1362.35,0.0,-947.36,-33.46,-41.82,404.07,505.09,151.54,189.43,345.6,-121.01,-25.17,370.77,-112.8
88,112.65,-2.46,2.7,51.3,285.54,-651.56,0.0,-314.71,-9.85,-12.31,398.06,497.57,147.45,184.31,345.6,-35.62,-7.41,353.01,-34.87
89,109.44,1.34,2.73,51.3,269.46,355.4,0.0,676.16,20.55,25.69,399.54,499.43,146.33,182.91,345.6,74.34,15.46,330.14,77.82
90,122.31,4.25,2.76,51.3,336.59,1125.42,0.0,1513.31,51.41,64.27,409.54,511.92,148.24,185.3,345.6,185.96,38.68,306.92,209.4
91,140.01,4.69,2.8,51.3,441.08,1243.89,0.0,1736.26,67.53,84.41,426.06,532.57,152.21,190.26,345.6,244.24,50.8,294.8,286.33
92,156.11,4.02,2.84,51.3,548.3,1066.19,0.0,1665.79,72.23,90.29,445.47,556.84,156.84,196.05,345.6,261.26,54.34,291.26,310.01
93,168.98,3.58,2.89,51.3,642.48,947.72,0.0,1641.5,77.05,96.31,466.2,582.76,161.57,201.97,345.6,278.68,57.97,287.63,334.85
94,181.86,3.13,2.93,51.3,744.11,829.26,0.0,1624.66,82.07,102.59,488.3,610.38,166.42,208.03,345.6,296.84,61.74,283.86,361.41
95,191.51,-0.22,2.99,51.3,825.22,-59.23,0.0,817.29,43.48,54.35,505.74,632.18,169.37,211.71,345.6,157.26,32.71,312.89,173.69
96,180.25,-5.14,3.04,51.3,730.99,-1362.35,0.0,-580.06,-29.04,-36.3,507.75,634.68,167.15,208.94,345.6,-105.04,-21.85,367.45,-98.8
97,154.5,-6.48,3.08,51.3,537.06,-1717.75,0.0,-1129.39,-48.47,-60.59,496.98,621.23,161.14,201.43,345.6,-175.31,-36.46,382.06,-158.57
98,133.58,-5.14,3.12,51.3,401.45,-1362.35,0.0,-909.6,-33.75,-42.19,485.56,606.95,155.42,194.28,345.6,-122.07,-25.39,370.99,-113.72
99,117.48,-3.8,3.16,51.3,310.54,-1006.96,0.0,-645.11,-21.05,-26.32,477.95,597.44,151.3,189.12,345.6,-76.14,-15.84,361.44,-72.81
100,106.22,-2.68,3.19,51.3,253.84,-710.79,0.0,-405.65,-11.97,-14.96,473.36,591.71,148.39,185.48,345.6,-43.29,-9.0,354.6,-42.19
101,98.17,-1.12,3.22,51.3,216.84,-296.16,0.0,-28.02,-0.76,-0.96,471.6,589.5,146.53,183.16,345.6,-2.76,-0.57,346.17,-2.76
102,98.17,0.22,3.25,51.3,216.84,59.23,0.0,327.37,8.93,11.16,472.73,590.91,145.65,182.06,345.6,32.29,6.72,338.88,32.93
103,99.78,0.89,3.27,51.3,224.01,236.93,0.0,512.24,14.2,17.75,475.94,594.93,145.4,181.76,345.6,51.35,10.68,334.92,52.99
104,104.61,-0.45,3.3,51.3,246.21,-118.47,0.0,179.04,5.2,6.5,478.64,598.3,144.97,181.21,345.6,18.82,3.91,341.69,19.03
105,96.56,0.0,3.33,51.3,209.79,0.0,0.0,261.09,7.0,8.75,480.33,600.41,144.26,180.33,345.6,25.33,5.27,340.33,25.72
106,104.61,4.02,3.36,51.3,246.21,1066.19,0.0,1363.7,39.63,49.53,486.81,608.51,144.99,181.24,345.6,143.32,29.81,315.79,156.85
107,125.53,5.81,3.39,51.3,354.54,1540.05,0.0,1945.89,67.85,84.81,501.73,627.17,148.03,185.04,345.6,245.41,51.05,294.55,287.94
108,146.45,4.92,3.43,51.3,482.57,1303.12,0.0,1836.99,74.73,93.41,521.54,651.92,152.18,190.22,345.6,270.29,56.22,289.38,322.8
109,160.93,4.02,3.47,51.3,582.74,1066.19,0.0,1700.23,76.01,95.01,542.47,678.09,156.34,195.42,345.6,274.91,57.18,288.42,329.41
110,175.42,2.01,3.52,51.3,692.36,533.09,0.0,1276.75,62.21,77.77,561.67,702.09,159.72,199.65,345.6,225.02,46.8,298.8,260.26
111,175.42,-0.89,3.57,51.3,692.36,-236.93,0.0,506.73,24.69,30.86,573.74,717.18,160.92,201.15,345.6,89.31,18.58,327.02,94.38
112,168.98,-1.56,3.61,51.3,642.48,-414.63,0.0,279.15,13.1,16.38,578.99,723.74,160.24,200.3,345.6,47.39,9.86,335.74,48.78
113,164.15,1.12,3.66,51.3,606.29,296.16,0.0,953.75,43.49,54.36,586.85,733.56,160.37,200.46,345.6,157.3,32.72,312.88,173.74
114,177.03,4.02,3.71,51.3,705.12,1066.19,0.0,1822.61,89.63,112.03,605.34,756.67,163.3,204.13,345.6,324.17,67.43,278.17,402.74
115,193.12,3.8,3.76,51.3,839.15,1006.96,0.0,1897.41,101.79,127.23,631.92,789.9,168.14,210.18,345.6,368.15,76.57,269.03,472.94
116,204.39,-0.22,3.81,51.3,939.91,-59.23,0.0,931.98,52.91,66.14,653.41,816.76,171.34,214.18,345.6,191.38,39.81,305.79,216.29
117,191.51,-6.48,3.87,51.3,825.22,-1717.75,0.0,-841.22,-44.75,-55.94,654.54,818.18,169.2,211.5,345.6,-161.86,-33.67,379.27,-147.49
118,157.72,-8.49,3.92,51.3,559.67,-2250.84,0.0,-1639.87,-71.84,-89.8,638.35,797.94,162.97,203.71,345.6,-259.85,-54.05,399.65,-224.71
119,130.36,-6.93,3.96,51.3,382.34,-1836.21,0.0,-1402.57,-50.79,-63.48,621.32,776.65,157.02,196.27,345.6,-183.69,-38.21,383.81,-165.41
120,107.83,-4.92,3.99,51.3,261.59,-1303.12,0.0,-990.22,-29.66,-37.07,610.14,762.68,152.92,191.15,345.6,-107.27,-22.31,367.91,-100.77
121,94.95,-2.68,4.02,51.3,202.85,-710.79,0.0,-456.64,-12.04,-15.05,604.35,755.44,150.4,188.0,345.6,-43.56,-9.06,354.66,-42.45
122,88.51,0.89,4.04,51.3,176.28,236.93,0.0,464.51,11.42,14.28,604.26,755.33,149.43,186.79,345.6,41.31,8.59,337.01,42.36
123,101.39,5.36,4.07,51.3,231.29,1421.58,0.0,1704.17,48.0,59.99,612.52,765.65,150.49,188.12,345.6,173.59,36.11,309.49,193.85
124,127.14,6.93,4.1,51.3,363.69,1836.21,0.0,2251.2,79.5,99.38,630.23,787.78,153.65,192.06,345.6,287.56,59.81,285.79,347.74
125,151.28,5.81,4.14,51.3,514.91,1540.05,0.0,2106.26,88.51,110.64,653.56,816.95,157.85,197.31,345.6,320.13,66.59,279.01,396.52
126,168.98,4.47,4.18,51.3,642.48,1184.65,0.0,1878.43,88.17,110.21,678.1,847.62,162.03,202.54,345.6,318.91,66.33,279.27,394.66
127,183.46,3.8,4.23,51.3,757.33,1006.96,0.0,1815.59,92.53,115.66,703.2,879.0,166.09,207.61,345.6,334.66,69.61,275.99,419.07
128,196.34,3.35,4.29,51.3,867.36,888.49,0.0,1807.15,98.56,123.2,729.74,912.17,170.23,212.79,345.6,356.48,74.15,271.45,453.85
129,207.6,2.68,4.34,51.3,969.75,710.79,0.0,1731.84,99.87,124.84,757.3,946.62,174.38,217.98,345.6,361.23,75.13,270.47,461.57
130,215.65,0.45,4.4,51.3,1046.38,118.47,0.0,1216.14,72.85,91.06,781.29,976.61,177.5,221.88,345.6,263.49,54.81,290.79,313.16
131,210.82,-5.36,4.46,51.3,1000.05,-1421.58,0.0,-370.24,-21.68,-27.1,788.39,985.49,176.74,220.92,345.6,-78.42,-16.31,361.91,-74.89
132,177.03,-9.83,4.51,51.3,705.12,-2606.24,0.0,-1849.82,-90.96,-113.7,772.75,965.93,171.16,213.96,345.6,-329.01,-68.43,414.03,-274.63
133,140.01,-9.39,4.56,51.3,441.08,-2487.77,0.0,-1995.39,-77.61,-97.01,749.33,936.67,164.38,205.47,345.6,-280.69,-58.38,403.98,-240.13
134,109.44,-6.48,4.59,51.3,269.46,-1717.75,0.0,-1396.99,-42.47,-53.08,732.66,915.82,159.5,199.38,345.6,-153.6,-31.95,377.55,-140.6
135,93.34,-2.46,4.62,51.3,196.04,-651.56,0.0,-404.22,-10.48,-13.1,725.3,906.63,156.94,196.18,345.6,-37.91,-7.88,353.48,-37.06
136,91.73,2.24,4.65,51.3,189.33,592.33,0.0,832.96,21.22,26.53,726.8,908.5,156.39,195.49,345.6,76.77,15.97,329.63,80.49
137,109.44,5.14,4.68,51.3,269.46,1362.35,0.0,1683.11,51.16,63.96,736.85,921.06,157.61,197.01,345.6,185.06,38.49,307.11,208.25
138,128.75,5.59,4.71,51.3,372.96,1480.82,0.0,1905.07,68.13,85.16,753.42,941.77,160.02,200.03,345.6,246.42,51.26,294.34,289.34
139,149.67,4.69,4.75,51.3,504.02,1243.89,0.0,1799.2,74.8,93.5,773.27,966.59,162.9,203.63,345.6,270.55,56.27,289.33,323.17
140,162.54,-2.24,4.79,51.3,594.46,-592.33,0.0,53.43,2.41,3.02,784.0,979.99,163.66,204.58,345.6,8.73,1.81,343.79,8.77
141,133.58,-8.05,4.83,51.3,401.45,-2132.38,0.0,-1679.62,-62.32,-77.9,775.67,969.59,160.55,200.69,345.6,-225.41,-46.89,392.49,-198.48
142,104.61,-7.82,4.86,51.3,246.21,-2073.14,0.0,-1775.63,-51.6,-64.49,759.85,949.82,156.21,195.26,345.6,-186.62,-38.82,384.42,-167.77
143,77.25,-6.48,4.89,51.3,134.26,-1717.75,0.0,-1532.18,-32.88,-41.1,748.12,935.15,153.0,191.25,345.6,-118.91,-24.73,370.33,-110.97
